Epoch,MSE loss during training
0,0.048538862756686285
1,0.014219729237083811
2,0.010417455989227165
3,0.008901467408577446
4,0.0076037947364966385
5,0.006839957510237582
6,0.006267810822464526
7,0.006070140476367669
8,0.005683188090188196
9,0.005576350507908501
10,0.005237963958279579
11,0.005173069679585751
12,0.00495769618646591
13,0.004861030862230109
14,0.00482819958779146
15,0.004691095884481911
16,0.004548257073111017
17,0.004438619567736168
18,0.004316627135267481
19,0.004370624244984356
20,0.004102734184925794
21,0.004367092078609858
22,0.004107994158403017
23,0.003939931788409012
24,0.003911075029463973
25,0.003963135715821409
26,0.003958756940846797
27,0.003933385050913785
28,0.0038952146423980594
29,0.0037818470191268716
30,0.0037216340515442425
31,0.0036860990039713215
32,0.0035352595386939356
33,0.0032933705024333904
34,0.0036215402687957976
35,0.0038344202184816822
36,0.0036026497327839024
37,0.0034653599832381587
38,0.003557953386916779
39,0.003568190564692486
40,0.0030166298056428786
41,0.003516166487315786
42,0.003443693563895067
43,0.0033393340181646636
44,0.003372441287865513
45,0.003254414550610818
46,0.0033085244922403945
47,0.003276630997788743
48,0.0032553487671975745
49,0.003552061738446355
50,0.0031764456925884588
51,0.0030352825688169105
52,0.0030802707424300024
53,0.0032153423890122212
54,0.003312750583063462
55,0.0030527131548296893
56,0.003076440167205874
57,0.003188522208802169
58,0.003219673228159081
59,0.0030596915112255374
60,0.0030444665972026996
61,0.0031317707416747
62,0.0030863894844515016
63,0.003026598706128425
64,0.003052115944228717
65,0.002552089898927079
66,0.003257360112911556
67,0.0029982713240315206
68,0.00297948376100976
69,0.0032435891989734955
70,0.0030027919474377995
71,0.002782383202429628
72,0.002731724847762962
73,0.0030001602171978448
74,0.002906938372689183
75,0.0030624150513176573
76,0.0030539818108081818
77,0.0023570736457259045
78,0.0028857227607659297
79,0.002968524722746224
80,0.0028585443542397115
81,0.0027607905485638184
82,0.0029306129890755983
83,0.0027288255314488197
84,0.0028501533406597446
85,0.0028347312090772903
86,0.0028216746031830553
87,0.002804354318868718
88,0.002868096598831471
89,0.0028343377362034516
90,0.0028414805037755286
91,0.002834701774190762
92,0.0027760330394812627
93,0.002942305929536815
94,0.0028283235405979212
95,0.002761827792710392
96,0.002852083562174812
97,0.0027185087265024777
98,0.0027769620865001343
99,0.002592522118902707
100,0.002342679361390765
101,0.002763820137261064
102,0.0025798429478527396
103,0.002495757230462914
104,0.0028787975734303473
105,0.0024791333262328408
106,0.0028324375834927196
107,0.002713048489567882
108,0.002541837734497676
109,0.002382683032010391
110,0.002713617948757019
111,0.002704788455957896
112,0.00268592116117361
113,0.0028786971015506424
114,0.0028001643804600462
115,0.0022525298863911303
116,0.002586506638181163
117,0.002903478834014095
118,0.002872580507755629
119,0.00277252470550593
120,0.002620482849124528
121,0.0027179227363376413
122,0.0026399038133604336
123,0.002708552921831142
124,0.002826604373694863
125,0.0025487312932455097
126,0.002831701580362278
127,0.0026451982139406027
128,0.002759037342912052
129,0.0026228892129438464
130,0.0024299119868373964
131,0.002587614885669609
132,0.0025372849786435836
133,0.0026658852239052067
134,0.0025477277595200576
135,0.00238268222710758
136,0.002615692137624137
137,0.0025556753416822175
138,0.0022906920848981827
139,0.002643596546477056
140,0.002749982689238095
141,0.0026447264763191924
142,0.0029102941080054734
143,0.0027001453499906347
144,0.00257740470351564
145,0.00275046185379324
146,0.0026574866260489216
147,0.0022346194155034027
148,0.0024062673874141183
149,0.002319465237633267
150,0.0022642759404334356
151,0.00264925690862583
152,0.0026158779292018153
153,0.00247877261335816
154,0.0025992031851274078
155,0.0027855166872541304
156,0.0025790650443013874
157,0.002741960899584228
158,0.0025789284682105063
159,0.0025003005503094755
160,0.002237013147350808
161,0.0027092122818430653
162,0.00259127317713137
163,0.0024377535673920647
164,0.0026133167448278982
165,0.002592279483906168
166,0.002641925015268498
167,0.002282152066982235
168,0.0026437225033077993
169,0.00239546684679226
170,0.002623882827720081
171,0.002439456578940735
172,0.002413091679045465
173,0.00247654957092891
174,0.0023293793774428195
175,0.002595063340777415
176,0.002404916493105702
177,0.0026260200393153355
178,0.002152621351342532
179,0.0025168911797663895
180,0.0026335676811868325
181,0.002186409080422891
182,0.0024696399214008125
183,0.002556590507083456
184,0.0025199108404194703
185,0.00238663394611649
186,0.002632279053614184
187,0.0023616787020728225
188,0.0025164966045849724
189,0.002688622573259636
190,0.0024503640652255854
191,0.0021940317237749696
192,0.0020977736567147076
193,0.0021463394796228386
194,0.0024529215588700026
195,0.0019167800946888747
196,0.0019455029341770569
197,0.0025870227109408006
198,0.0025185168842654093
199,0.002678672552065109
